event,item,k,id proto,label,start time,end time,random time,velocity,random velocity,velocity control,trunc beg,trunc end,dilation ratio beta,dilation ratio alpha,cycles,cyclic after,force integer number of cycles,articul,preroll,postroll,transposition,transpose first,expand value,expand key,keymap mode,keymap0 p1,keymap0 q1,keymap0 p2,keymap0 q2,keymap1 p1,keymap1 q1,keymap1 p2,keymap1 q2,volume start,volume end,volume channel,volume mode (2 = continuous),modulation start,modulation end,modulation channel,modulation mode,panoramic start,panoramic end,panoramic channel,panoramic mode,pressure start,pressure end,pressure channel, pressure mode,pitchbend start,pitchbend end,pitchbend channel,pitchbend mode,tonal scale,block key
#360,1,(541),0,sib4,82338,82841,20,64,0,-1,0,0,0.5030,0.5030,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#361,1,(533),0,sol5,82808,83812,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#362,1,(542),0,mib4,82811,83313,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#363,1,(549),0,mib4,82843,83847,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#364,1,(543),0,si4,83345,83847,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#365,1,(550),0,lab4,83828,84832,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#366,1,(535),0,fa5,83843,83987,20,64,0,-1,0,0,0.1440,0.1440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#367,1,(544),0,lab4,83849,84351,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#368,1,(537),0,mib5,83965,84849,20,64,0,-1,0,0,0.8840,0.8840,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#369,1,(545),0,do5,84316,84818,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#370,1,(546),0,fa4,84822,85324,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#371,1,(551),0,fa4,84838,85843,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#372,1,(538),0,lab5,84853,85858,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#373,1,(547),0,re5,85336,85839,20,64,0,-1,0,0,0.5030,0.5030,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#374,1,(555),0,la5,85843,85913,20,64,0,-1,0,0,0.0700,0.0700,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#375,1,(575),0,do5,85844,86778,20,64,0,-1,0,0,0.9340,0.9340,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#376,1,(565),0,do5,85848,86310,20,64,0,-1,0,0,0.4620,0.4620,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#377,1,(556),0,sol5,85895,85975,20,64,0,-1,0,0,0.0800,0.0800,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#378,1,(557),0,la5,85984,86065,20,64,0,-1,0,0,0.0810,0.0810,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#379,1,(559),0,sol5,86084,86797,20,64,0,-1,0,0,0.7130,0.7130,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#380,1,(566),0,mib5,86309,86781,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#381,1,(577),0,sib4,86922,87866,20,64,0,-1,0,0,0.9440,0.9440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#382,1,(568),0,sib4,86929,87401,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#383,1,(561),0,sol5,86940,87884,20,64,0,-1,0,0,0.9440,0.9440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#384,1,(569),0,mi5,87425,87897,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#385,1,(578),0,lab4,87864,88798,20,64,0,-1,0,0,0.9340,0.9340,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#386,1,(562),0,do6,87869,88803,20,64,0,-1,0,0,0.9340,0.9340,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#387,1,(570),0,lab4,87874,88346,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#388,1,(571),0,fa5,88343,88805,20,64,0,-1,0,0,0.4620,0.4620,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#389,1,(563),0,sib5,88799,89933,20,64,0,-1,0,0,1.1340,1.1340,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#390,1,(579),0,sol4,88817,89762,20,64,0,-1,0,0,0.9450,0.9450,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#391,1,(572),0,sol4,88830,89302,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#392,1,(573),0,mi5,89277,89750,20,64,0,-1,0,0,0.4730,0.4730,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#393,1,(595),0,fa4,89744,90216,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#394,1,(582),0,lab5,89749,89809,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#395,1,(603),0,fa4,89773,90717,20,64,0,-1,0,0,0.9440,0.9440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#396,1,(583),0,sol5,89813,89873,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#397,1,(585),0,lab5,89868,90702,20,64,0,-1,0,0,0.8340,0.8340,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#398,1,(596),0,do5,90222,90694,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#399,1,(604),0,sol4,90688,91632,20,64,0,-1,0,0,0.9440,0.9440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#400,1,(586),0,sol5,90706,91650,20,64,0,-1,0,0,0.9440,0.9440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#401,1,(597),0,sol4,90717,91189,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#402,1,(598),0,do5,91184,91656,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#403,1,(605),0,lab4,91642,92576,20,64,0,-1,0,0,0.9340,0.9340,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#404,1,(599),0,lab4,91646,92118,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#405,1,(588),0,sol5,91656,91726,20,64,0,-1,0,0,0.0700,0.0700,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#406,1,(589),0,fa5,91721,91801,20,64,0,-1,0,0,0.0800,0.0800,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#407,1,(590),0,sol5,91796,91877,20,64,0,-1,0,0,0.0810,0.0810,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#408,1,(592),0,fa5,91879,92592,20,64,0,-1,0,0,0.7130,0.7130,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#409,1,(600),0,do5,92116,92578,20,64,0,-1,0,0,0.4620,0.4620,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#410,1,(601),0,fa4,92561,93033,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#411,1,(593),0,mib5,92580,93524,20,64,0,-1,0,0,0.9440,0.9440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#412,1,(606),0,fa4,92587,93531,20,64,0,-1,0,0,0.9440,0.9440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#413,1,(602),0,do5,93067,93539,20,64,0,-1,0,0,0.4720,0.4720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#414,1,(609),0,mib5,93511,93601,20,64,0,-1,0,0,0.0900,0.0900,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#415,1,(627),0,sib4,93526,94028,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#416,1,(624),0,sib4,93528,95536,20,64,0,-1,0,0,2.0080,2.0080,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#417,1,(610),0,re5,93599,93680,20,64,0,-1,0,0,0.0810,0.0810,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#418,1,(611),0,mib5,93703,93783,20,64,0,-1,0,0,0.0800,0.0800,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#419,1,(613),0,re5,93779,94532,20,64,0,-1,0,0,0.7530,0.7530,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#420,1,(628),0,lab4,94032,94534,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#421,1,(630),0,sol4,94521,96530,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#422,1,(615),0,sib5,94525,96534,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#423,1,(620),0,reb5,95039,95541,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#424,1,(625),0,lab4,95546,97555,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#425,1,(621),0,do5,96017,97021,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#426,1,(631),0,fa4,96535,98544,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#427,1,(616),0,lab5,96537,98535,20,64,0,-1,0,0,1.9980,1.9980,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#428,1,(622),0,do5,97053,97555,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#429,1,(642),0,sol4,97523,99532,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#430,1,(637),0,sib4,98027,99032,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#431,1,(645),0,mib4,98529,100537,20,64,0,-1,0,0,2.0080,2.0080,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#432,1,(634),0,sol5,98550,100558,20,64,0,-1,0,0,2.0080,2.0080,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#433,1,(638),0,sib4,99063,99565,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#434,1,(643),0,fa4,99552,101561,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#435,1,(639),0,lab4,100064,100566,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#436,1,(646),0,re4,100549,101755,20,64,0,-1,0,0,1.2060,1.2060,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#437,1,(635),0,fa5,100554,101559,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#438,1,(640),0,lab4,101043,101546,20,64,0,-1,0,0,0.5030,0.5030,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#439,1,(657),0,lab4,101555,102057,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#440,1,(648),0,fa5,101574,102578,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#441,1,(664),0,mib4,101576,101636,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#442,1,(665),0,re4,101625,101695,20,64,0,-1,0,0,0.0700,0.0700,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#443,1,(667),0,mib4,101689,102573,20,64,0,-1,0,0,0.8840,0.8840,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#444,1,(658),0,sol4,102071,102573,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#445,1,(659),0,mib5,102555,103057,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#446,1,(668),0,sol3,102560,103764,20,64,0,-1,0,0,1.2048,1.2048,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#447,1,(650),0,mib5,102567,103069,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#448,1,(660),0,sib4,103047,103549,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#449,1,(651),0,sib4,103083,103585,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#450,1,(675),0,lab3,103558,104563,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#451,1,(670),0,lab3,103560,103620,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#452,1,(652),0,do5,103565,104570,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
